Hs,Tp,Direction,damp_config,heave_std,heave_max,pitch_std,pitch_max,roll_std,roll_max
2.0,8.72,0,linhigh,0.41600575278865765,1.69129332314836,0.4250778555870056,6.493200555318624,-0.9296296597568594,0.29132599282239663
2.0,8.72,45,linhigh,0.4510460160039257,-0.7967045772905714,0.6116353869438171,-3.349437257175511,-0.9317399829156008,0.294354446334494
2.0,8.72,90,linhigh,0.43570885541895366,-0.26171748442943943,0.5266553163528442,-1.2864016702616095,-0.9324646676578028,0.29124768777049437
2.0,8.72,135,linhigh,0.441541817953862,-0.2715206695099196,0.5462278127670288,-0.5598227949417551,-0.9328397986701997,0.2981667385704441
2.0,8.72,180,linhigh,0.4663577970163793,2.633577221111558,0.6640791893005371,10.53764911740175,-0.9331923242696333,0.33354088610913574
4.0,8.72,0,linhigh,0.7009916946432265,3.0854904771195666,1.2470669746398926,11.710503365357098,-0.8892436855785617,0.10385761514325074
4.0,8.72,45,linhigh,0.7687514264176322,-1.564819765126476,1.588605523109436,-6.630768136815888,-0.8840742928776958,-0.01817454603916871
4.0,8.72,90,linhigh,0.7397396291139587,-0.9802986646420062,1.3554426431655884,-5.380711183788385,-0.9033285214647901,0.12003990356800243
4.0,8.72,135,linhigh,0.7486866086523719,-0.39042114498820957,1.4354313611984253,-0.7776375275734626,-0.9083779043379078,0.24786824822382336
4.0,8.72,180,linhigh,0.7887175028200443,5.430028395408719,1.6841330528259277,22.082780022680918,-0.9091788935445554,0.482551443988518
2.0,10.9,0,linhigh,0.45366760831547875,1.2852433537030628,0.47493720054626465,5.179571603667896,-0.9324688537831882,0.2953934470026726
2.0,10.9,45,linhigh,0.48220191872129275,-0.6496316036037377,0.6748557090759277,-1.9765944203255144,-0.9330847478984191,0.3041161692271232
2.0,10.9,90,linhigh,0.47166338409907543,-0.2746142924128372,0.5855905413627625,-1.334667202031505,-0.9336331645760594,0.3018772127901171
2.0,10.9,135,linhigh,0.47594104539397514,-0.2967730938768133,0.601162850856781,-0.5052630304082819,-0.9344027668778897,0.3022634674710908
2.0,10.9,180,linhigh,0.49460204145083936,2.010687336266041,0.7341703772544861,9.262942265436385,-0.934724425737161,0.3212877711311198
4.0,10.9,0,linhigh,0.80813105819037,2.3796367542062224,1.457105278968811,8.637372399505923,-0.8949387740389914,0.13068566193855063
4.0,10.9,45,linhigh,0.8703776215370933,-1.3285252942705537,1.8261051177978516,-4.74193225581493,-0.8844706223190943,0.06621220525276628
4.0,10.9,90,linhigh,0.8443298826302464,-0.804059963846131,1.642297625541687,-5.502135725531935,-0.8976497400926929,0.15785159776282204
4.0,10.9,135,linhigh,0.846671380745592,-0.4428199499250507,1.665799856185913,-1.0387752963369135,-0.9192925450346722,0.26175653783752045
4.0,10.9,180,linhigh,0.8905019224118266,4.1997024958016205,1.9379605054855347,19.37268816170175,-0.9018068312954656,0.3471902137699889
2.0,13.080000000000002,0,linhigh,0.4735180235791965,0.9530311089219535,0.6096216440200806,4.672134892862006,-0.9337924610580421,0.29175678136823824
2.0,13.080000000000002,45,linhigh,0.4939225362840949,-0.518537336920502,0.764627993106842,-1.2326882088549826,-0.9346179883263456,0.3081339369780788
2.0,13.080000000000002,90,linhigh,0.4866876447698655,-0.2351129817035723,0.6684276461601257,-0.9974509443110429,-0.934766796548366,0.308844954954217
2.0,13.080000000000002,135,linhigh,0.49083485935943105,-0.2635388816411345,0.6825417280197144,-0.8217652453667981,-0.9357728074112388,0.30412119583156216
2.0,13.080000000000002,180,linhigh,0.5047009677211656,1.5182352214849268,0.8123432397842407,6.274366640193423,-0.9360227904073078,0.31308193093451764
4.0,13.080000000000002,0,linhigh,0.8758605857929499,1.8678041190423218,1.8470134735107422,7.850417057695124,-0.8881371756168742,0.09898867462774318
4.0,13.080000000000002,45,linhigh,0.9272545357142102,-1.0630069032102003,2.2226011753082275,-2.1466106353718253,-0.8808854965771511,0.08258951819148264
