Hs,Tp,Direction,damp_config,heave_std,pitch_std,roll_std,heave_max,pitch_max,roll_max
4.0,10.9,135,quadhigh,0.8549623692306346,1.4937820488959457,1.9672736048438384,2.5955272929426068,7.276015809338021,8.641725609521215
4.0,10.9,180,quadhigh,0.8985011925532808,4.267902131463707,0.000523958032998,2.849843177859067,19.05760402926821,0.0017989904136641
2.0,13.080000000000002,0,quadhigh,0.4786425457531345,1.0005992452163108,0.0002126762193694,1.5526224097912975,4.486813486878425,0.0010391776567071
2.0,13.080000000000002,45,quadhigh,0.499253782743319,0.8100239244027442,1.360545143356913,1.7088185331303354,3.854848024739269,5.451679855346571
2.0,13.080000000000002,90,quadhigh,0.4917248853457451,0.8383404809708895,1.0736944804658737,1.6150662004880236,2.9542719162029423,4.2601847815938125
2.0,13.080000000000002,135,quadhigh,0.4960638506944751,0.4986709588687886,0.7915415224864166,1.6283218359702696,2.2437035439129382,3.450968752892029
2.0,13.080000000000002,180,quadhigh,0.5104505881666498,1.5876499437329634,0.0002827237110832,1.7573133185658514,6.0441354941135,0.0011415550409112
4.0,13.080000000000002,0,quadhigh,0.882285694891001,1.9177456340442327,0.0003706969199783,2.750392034301657,7.869282945143986,0.0015300161244059
4.0,13.080000000000002,45,quadhigh,0.9335807645078454,1.6416803310237071,2.7525579797067063,3.1139743700250277,8.760889990335844,10.991060711501811
4.0,13.080000000000002,90,quadhigh,0.910392552678404,1.5683745743836008,2.2498123065088147,2.897855764557061,5.487910590246367,9.4927135673835
4.0,13.080000000000002,135,quadhigh,0.912892169263506,1.1862883844876897,1.6396078338079487,2.8578565722864573,5.727611364394023,7.703185090293349
4.0,13.080000000000002,180,quadhigh,0.9502471834276074,3.315232196525112,0.0004297981950078,3.22136287542256,13.213642625750277,0.0015871493262928
2.0,4.36,0,DOFbest,0.1228847401470667,1.7122658108006683,0.0001144946392875,0.412337257709768,5.904922009507735,0.0009826473555248
2.0,4.36,45,DOFbest,0.1323324659657513,0.7722107111309121,1.191833907680372,0.4358127748050071,2.737282758724616,4.613734267293564
2.0,4.36,90,DOFbest,0.1173184943233915,0.7546901423251405,0.7195113319911169,0.3696615192227893,2.807189931732638,2.7633153070683147
2.0,4.36,135,DOFbest,0.1285926465036474,0.5849161960452617,0.3985608729806801,0.4639081044318499,2.3188999684762512,1.6760469554284465
2.0,4.36,180,DOFbest,0.1511537567938022,1.8743630625827448,0.0001266565996099,0.5088841183094515,7.004009792740961,0.0010380105638526
4.0,4.36,0,DOFbest,0.195910931485269,3.249344482153479,0.0001832745470129,0.6557529854412983,11.536151562474243,0.0011262913432591
4.0,4.36,45,DOFbest,0.2149404927658868,1.596958870859369,2.441865756382662,0.6532765590697527,5.879698291921091,9.661459016627877
4.0,4.36,90,DOFbest,0.1814082579802279,1.578168715197961,1.4954211608233874,0.565536346056671,6.184523952974908,5.843396544331966
4.0,4.36,135,DOFbest,0.2096155503437086,1.2378610236544336,0.8884333366447872,0.70666195313053,5.29786145015767,3.959856010365588
4.0,4.36,180,DOFbest,0.2569916689530315,3.7961061003917695,0.0002572968087466,0.8061655725559427,14.366146156494276,0.0014799897501157
2.0,6.540000000000001,0,DOFbest,0.3271327199337156,1.9699654183169448,0.0002561781884957,0.9587282033460268,7.015159670516924,0.0009267409234471
2.0,6.540000000000001,45,DOFbest,0.3608857598136402,1.3331388366084738,2.177359324016056,1.1775638892558922,5.3603249411988525,8.646289848527784
2.0,6.540000000000001,90,DOFbest,0.3404086888210235,1.4179523120430972,1.473877414611693,1.0752833747945176,5.098697383221396,6.123337891585818
2.0,6.540000000000001,135,DOFbest,0.3532601494817972,0.8600269492529492,0.962738939078434,1.1624486304920951,4.129418751849652,4.158747950178554
2.0,6.540000000000001,180,DOFbest,0.3814197115303954,2.9190034469822845,0.0003660202419502,1.263619209519336,12.514512640612883,0.0014757291612383
4.0,6.540000000000001,0,DOFbest,0.5050123403771543,3.492930547615511,0.0003303723033061,1.4569124070183532,12.235387260016507,0.0015396907682723
4.0,6.540000000000001,45,DOFbest,0.5640191254574252,2.7173604083018588,4.329176256459927,1.8179632057609196,9.990426084260816,16.72562737500293
4.0,6.540000000000001,90,DOFbest,0.5323368936072606,2.571553280256378,3.287838515993408,1.6465779586135545,8.401670019576702,14.05884704543497
4.0,6.540000000000001,135,DOFbest,0.5605485546921611,1.96385131096005,2.0760473997673063,1.7560526306734066,8.901309657755766,9.097114878864092
4.0,6.540000000000001,180,DOFbest,0.5935665585571901,5.840341165056244,0.0005060246302885,1.8049090938715024,22.728594593567504,0.0021431340889359
2.0,8.72,0,DOFbest,0.422140912968975,1.7180285889667717,0.0002846174601904,1.3685297336923767,6.260115672320364,0.0010176298216502
2.0,8.72,45,DOFbest,0.4573783762037098,1.3113534837966982,2.127712109171041,1.556309515439314,4.605959669548844,8.288981634446012
2.0,8.72,90,DOFbest,0.4417476976421225,1.3163958938909686,1.581745715059886,1.4723267955630752,4.43611522815354,6.048395266926527
2.0,8.72,135,DOFbest,0.4479895002849174,0.8107418222603536,1.095210329400887,1.4932506238957692,3.531958233719666,4.4174067232258185
2.0,8.72,180,DOFbest,0.4732455979817153,2.677825908097946,0.0003833165900454,1.6100966305506483,10.250003222949136,0.0012973351518699
4.0,8.72,0,DOFbest,0.708160492721067,3.110360638307663,0.000401391067875,2.1486495790838687,11.624976814584898,0.0017237018344615
4.0,8.72,45,DOFbest,0.7752581068347004,2.655306722353136,4.266179497394957,2.4836886005654844,10.112412951960636,16.935452642456035
4.0,8.72,90,DOFbest,0.7464286800899345,2.346513720397047,3.363907323490098,2.269799651105556,8.224110043122272,13.833283967972967
4.0,8.72,135,DOFbest,0.75591837503773,1.8534128405815664,2.2614633434359965,2.3558598023310906,8.194244529754314,9.282349064322664
4.0,8.72,180,DOFbest,0.7956546278439257,5.45288721433838,0.0005714770465709,2.603529000999199,21.59346036095528,0.0018901248543851
2.0,10.9,0,DOFbest,0.4580655393993972,1.3102036697789952,0.0002445125688491,1.4164101938208669,4.959140279414234,0.0010083513111734
2.0,10.9,45,DOFbest,0.4868467531265426,1.0275229376681163,1.6908705825327557,1.6185031536034602,4.930259835749551,7.319486052219761
2.0,10.9,90,DOFbest,0.4760399869057444,1.0361449286729518,1.3086030905803496,1.5291957427855094,4.197044947114495,5.903055390179523
2.0,10.9,135,DOFbest,0.4805060881818236,0.6320564175647111,0.9412855889935968,1.5456341958552275,3.238919489889773,4.068212588764155
2.0,10.9,180,DOFbest,0.4995977700744898,2.0479818783536565,0.000320051521515,1.6797084142471244,9.049861012364405,0.0011977378216481
4.0,10.9,0,DOFbest,0.813642275432111,2.403467044938756,0.0003911748046208,2.3626372342576576,8.556202403470332,0.0014648985230166
4.0,10.9,45,DOFbest,0.8757113092469462,2.0628356205860348,3.425901279044759,2.7173205846993467,10.006543452448218,15.073641347912478
4.0,10.9,90,DOFbest,0.84972196830614,1.915387616688918,2.730259886479306,2.548231958023642,7.294347279818097,13.182362510873402
4.0,10.9,135,DOFbest,0.8523120194993502,1.4651419959636491,1.9205802559796736,2.5944459796428165,7.1795882176833,8.553961723952755
4.0,10.9,180,DOFbest,0.8960639123585133,4.23608117179155,0.0004956973754519,2.8479772181024283,19.087694503681924,0.0017337430478922
2.0,13.080000000000002,0,DOFbest,0.4766707888558384,0.9732696355217432,0.0002031127976844,1.5492166914552952,4.424064366580753,0.0009710584045596
2.0,13.080000000000002,45,DOFbest,0.4972491360631746,0.7852029372165773,1.313564503607199,1.705925015518758,3.7825387598568097,5.350285442254236
2.0,13.080000000000002,90,DOFbest,0.4898308269514677,0.8082803013033152,1.0381887588603655,1.6108734454453009,2.882636916007468,4.1704470066612345
2.0,13.080000000000002,135,DOFbest,0.4940673684754001,0.4883118849159599,0.7619555465302583,1.6247725134401407,2.192091072666016,3.346778154620575
2.0,13.080000000000002,180,DOFbest,0.5082656255175503,1.5484892527042746,0.0002650786770135,1.7545265757059374,5.997997369985096,0.0010682055035843
4.0,13.080000000000002,0,DOFbest,0.8801152370813682,1.888263361690128,0.0003508384426461,2.744330250092815,7.790121272483835,0.004030108340716
4.0,13.080000000000002,45,DOFbest,0.9315547421569828,1.6109636867731325,2.6994484851372773,3.112465979959307,8.657310964397837,10.974317150091563
4.0,13.080000000000002,90,DOFbest,0.9083277095443022,1.5289469223023786,2.205439695649375,2.894279603444657,5.392569458491894,9.463925171384531
4.0,13.080000000000002,135,DOFbest,0.910683542500614,1.1656564063112969,1.6025195740157692,2.8548416472411926,5.639666162605344,7.613070538980989
4.0,13.080000000000002,180,DOFbest,0.9481515990056284,3.273148037382001,0.000410873485593,3.2190998555019474,13.20101551293124,0.0017292175297202
1.0,3.58,0,low,0.0290894418412098,0.7158959061648589,2.934579650110844e-05,0.1094896206960633,2.8589632180115587,0.000147999598025
1.0,3.58,45,low,0.024757180538054,0.3044932055664605,0.424653260622461,0.0900200982353202,1.3655487566956397,1.7867201253767238
1.0,3.58,90,low,0.0187336604996155,0.2129251494132095,0.3075904062950674,0.0647603706612631,0.8431245530224889,1.3339658547948576
