filename,Hs,Tp,Tz,Direction,Damp_Heave,Damp_Roll,Damp_Pitch,Lin_Heave,Quad_Heave,Lin_Roll,Quad_Roll,Lin_Pitch,Quad_Pitch,Std Z,Std pitch,Std roll,Mean Z,Mean pitch,Mean roll,MPM Z,MPM pitch,MPM roll,Mean velocity Z,Mean velocity pitch,Mean velocity roll,std velocity Z,std velocity pitch,std velocity roll
ymlfiles\Case_515_H2_T12_dir135_heavequadhigh_pitchquadhigh_rollquadhigh.yml,2,12.0,9.3023,135,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.4658514720635886,0.8928269748379033,0.8655954213069917,-0.1540607827804841,0.6745213948216875,0.02278627463198973,1.5865850207490708,4.056056694094462,3.278098267563142,-0.002563762244685538,-7.166175223334695e-05,-9.294885464245415e-06,0.2845134074487836,0.011888885713619634,0.010064548427552064
ymlfiles\Case_516_H2_T12_dir135_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,2,12.0,9.3023,135,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.46386075894401696,0.8704983177120792,0.8391816300418705,-0.15410789673073527,0.674918107166189,0.02283804104343045,1.5788661462281162,3.971000338591977,3.1786239653862487,-0.0024909417937842206,-7.170264421260064e-05,-7.885543858919627e-06,0.282515792243599,0.011552203626889305,0.009707320340728088
ymlfiles\Case_517_H2_T12_dir180_heavelow_pitchlow_rolllow.yml,2,12.0,9.3023,180,low,low,low,1.0,1.0,100,300.0,150,200,0.48726477832239457,1.8868375314919652,0.0002674957229576712,-0.15383468737293104,0.6394274016506276,-0.00234726905026239,1.6685057263370047,7.811079495612381,-0.0013296875884503724,-0.0020268901931709995,-8.074478772870323e-07,4.031584439394336e-08,0.3024801359473176,0.026563685265076298,3.747720983623014e-06
ymlfiles\Case_518_H2_T12_dir180_heavelinhigh_pitchlinhigh_rolllinhigh.yml,2,12.0,9.3023,180,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.47994800331424786,1.7816448581184638,0.00025564909887996817,-0.15385747139550646,0.6419886292116597,-0.0023474729450971587,1.639934392859263,7.4148407384241874,-0.00137559032735563,-0.0018972860794796253,-8.772220723925643e-07,3.717468775009272e-08,0.2949529476147736,0.025065577022521778,3.5514829822534197e-06
ymlfiles\Case_519_H2_T12_dir180_heavequadhigh_pitchquadhigh_rollquadhigh.yml,2,12.0,9.3023,180,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.48557348217348323,1.858515877949504,0.0002687243586009044,-0.15382605644427727,0.640247602569561,-0.0023478132183279727,1.6620697309123993,7.703895302839216,-0.0013256088493271122,-0.00199254727493412,-8.462887889099045e-07,3.9471488078359924e-08,0.30073026089066013,0.02616045425052196,3.751527717218867e-06
ymlfiles\Case_520_H2_T12_dir180_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,2,12.0,9.3023,180,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.483425701024744,1.8149918429756269,0.0002580633960719338,-0.15381755767397123,0.6410928416097705,-0.0023478994142820627,1.6539273156054932,7.54071218824145,-0.0013662973972686113,-0.0019400520816666887,-8.6972815129035e-07,3.811964393138657e-08,0.29848800756525384,0.025541568937223032,3.6014677436680555e-06
ymlfiles\Case_521_H4_T7_dir0_heavelow_pitchlow_rolllow.yml,4,7.0,5.4264,0,low,low,low,1.0,1.0,100,300.0,150,200,0.534929414358558,1.8232263989517286,0.00038748541082006283,-0.014401119784261973,0.2944436300634435,-0.0023404027092871365,2.0346008033172267,7.413698247207876,-0.0008533205762961227,-0.0014202557520761256,-1.5805912020157413e-07,2.8115219592902944e-08,0.47610153410120015,0.037481648134107065,7.0297831991435295e-06
ymlfiles\Case_522_H4_T7_dir0_heavelinhigh_pitchlinhigh_rolllinhigh.yml,4,7.0,5.4264,0,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.5152154803633573,1.7685931966298338,0.0003664046588288592,-0.017320719334294767,0.303946732183962,-0.0023347053711595457,1.9557319555661161,7.215373328810694,-0.0009261281957002757,-0.0015909196409966849,-1.358506755886748e-07,2.6640253289435155e-08,0.45737711679344095,0.03689911429032765,6.727031468704215e-06
ymlfiles\Case_523_H4_T7_dir0_heavequadhigh_pitchquadhigh_rollquadhigh.yml,4,7.0,5.4264,0,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.5282675209976295,1.8019035827110288,0.00038013104218748996,-0.015751295683242558,0.2991597848413931,-0.002336193697373595,2.007642871721804,7.337404690035343,-0.0008762706598813587,-0.0014931781696986596,-1.841215647601525e-07,2.7445565095324846e-08,0.469796793602304,0.03726262499412166,7.359448052543367e-06
ymlfiles\Case_524_H4_T7_dir0_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,4,7.0,5.4264,0,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.5234973728960293,1.7838621803965826,0.0003748503831880841,-0.016218081106300908,0.30062775583943185,-0.0023469225841763683,1.988818595241302,7.269734201209568,-0.000906791789279027,-0.001530996344372552,-1.5227275457657973e-07,3.25985155506608e-08,0.46523319892513515,0.03706041085868345,7.158871675045597e-06
ymlfiles\Case_525_H4_T7_dir45_heavelow_pitchlow_rolllow.yml,4,7.0,5.4264,45,low,low,low,1.0,1.0,100,300.0,150,200,0.6309360140340021,2.285358545887379,3.8155517574266744,-0.0313704028234065,0.35462282835810943,0.09880631572243824,2.3877180324823057,9.120369397094883,14.742653774999308,0.012908500755726816,0.0004692637722165798,0.00029463144246245204,0.5666699171239933,0.03692866802287636,0.06124331620623367
ymlfiles\Case_526_H4_T7_dir45_heavelinhigh_pitchlinhigh_rolllinhigh.yml,4,7.0,5.4264,45,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.6099631521824639,2.176730577512145,3.6278428933946048,-0.03704141697894459,0.37587707780294094,0.07831852826048431,2.300916998946361,8.727143077410936,14.011870057268869,0.012397133222430369,0.00044143252140094457,0.00028157375655336826,0.5470513287599726,0.03541803064902378,0.058594193175389574
ymlfiles\Case_527_H4_T7_dir45_heavequadhigh_pitchquadhigh_rollquadhigh.yml,4,7.0,5.4264,45,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.6225976618971572,2.24489040258688,3.7249981500891054,-0.03472412466968101,0.36588561029248623,0.08865557001400047,2.3521851523423885,8.977160522174238,14.387419367766983,0.012691909868019787,0.00045554442466191983,0.00028909804559702594,0.5589520451046023,0.03636229404839094,0.05996283149845728
ymlfiles\Case_528_H4_T7_dir45_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,4,7.0,5.4264,45,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.6184239347532118,2.2078218152026965,3.689053480897386,-0.03514218806617927,0.3687439886816992,0.08514446226790401,2.3354541633506773,8.8381935034779,14.250170899212629,0.012549787184830649,0.0004504244742652904,0.00028535849176274173,0.5550013935993524,0.03585100680110479,0.05946003404030377
ymlfiles\Case_529_H4_T7_dir90_heavelow_pitchlow_rolllow.yml,4,7.0,5.4264,90,low,low,low,1.0,1.0,100,300.0,150,200,0.5823824164473221,1.8208450025445058,2.8713961275416544,-0.07842983079301846,0.43330766511481894,-0.041509019424771386,2.1531275223961632,7.43407214097856,10.933640252478046,0.006999601035118917,-0.00023249394965933236,-0.0002757839999537132,0.5160478589890597,0.03021107378320621,0.043641901630033224
ymlfiles\Case_530_H4_T7_dir90_heavelinhigh_pitchlinhigh_rolllinhigh.yml,4,7.0,5.4264,90,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.5624363025887061,1.7502999938664077,2.711477650457849,-0.08168057702882357,0.4471768878552858,-0.049944395364959426,2.0724925840940602,7.178673265028191,10.317290045585917,0.006694396612647501,-0.00022197347722682559,-0.0002621393127272184,0.49737480214296553,0.029231532544841673,0.041397534299977494
ymlfiles\Case_531_H4_T7_dir90_heavequadhigh_pitchquadhigh_rollquadhigh.yml,4,7.0,5.4264,90,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.5749979380746617,1.8009794198452385,2.8135601715923215,-0.08008083785561006,0.43837901209265334,-0.045414406236476766,2.1229861028040666,7.3630535715121495,10.709167129033911,0.006892442058473201,-0.0002288713832987944,-0.00027165235654044224,0.5092061994943498,0.029941213867500652,0.04282548861815992
ymlfiles\Case_532_H4_T7_dir90_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,4,7.0,5.4264,90,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.5707101078474555,1.7730787750959434,2.7634553483465485,-0.08064952715055938,0.44223594396835214,-0.047364303773635416,2.105892115444359,7.259918326990667,10.518120991507828,0.006793341772708363,-0.00022546353988125986,-0.0002665785671604511,0.5051491669255387,0.029545347990884527,0.04213003653395495
ymlfiles\Case_533_H4_T7_dir135_heavelow_pitchlow_rolllow.yml,4,7.0,5.4264,135,low,low,low,1.0,1.0,100,300.0,150,200,0.5852503016087006,2.2532671402332447,1.6826956623720348,-0.08643641587089063,0.6220904300292825,0.024395200482824637,2.156801702001977,9.26546430744512,6.452169411787094,0.005413243240853258,-0.00020283086967034833,0.00022942969620455341,0.5166845636909375,0.03600861592947912,0.025373050019773254
ymlfiles\Case_534_H4_T7_dir135_heavelinhigh_pitchlinhigh_rolllinhigh.yml,4,7.0,5.4264,135,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.5628912711117369,2.142346302904666,1.5926817016339379,-0.09340332535261735,0.6285203757990073,0.011301142395379467,2.063373079372039,8.848543842144862,6.097211370398355,0.005198271729544248,-0.0001968147325630506,0.00022358545380571438,0.4952649147380056,0.034449633916676055,0.024124365939029453
ymlfiles\Case_535_H4_T7_dir135_heavequadhigh_pitchquadhigh_rollquadhigh.yml,4,7.0,5.4264,135,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.5767662622670229,2.212296290343143,1.6650685823231872,-0.08959641896835788,0.6247989434232445,0.019020209878203208,2.120831024226346,9.112492396812636,6.379755878296331,0.005367547823418,-0.00020214447644110445,0.0002266821568903755,0.5085915558993299,0.03543321771464567,0.02512207463393367
ymlfiles\Case_536_H4_T7_dir135_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,4,7.0,5.4264,135,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.5718335847411204,2.1742483349798998,1.6212425695859987,-0.09095909523708881,0.626245916715118,0.015332114208262686,2.1004675656581613,8.969035230005293,6.21037832224527,0.005264076084581393,-0.00019876093924768164,0.0002252216122757019,0.503839750543914,0.03489979205771829,0.024521255875034037
ymlfiles\Case_537_H4_T7_dir180_heavelow_pitchlow_rolllow.yml,4,7.0,5.4264,180,low,low,low,1.0,1.0,100,300.0,150,200,0.6591602549562757,5.518770023941381,0.0004811547944345502,-0.09096696691963038,0.7385334137369333,-0.0023821671155614976,2.4372214453385146,21.95255858296928,-0.0005371874916587399,0.014810762650926707,1.1022719461758336e-05,2.7702079747791143e-08,0.5948641711131093,0.09097653361154368,7.81355479977162e-06
ymlfiles\Case_538_H4_T7_dir180_heavelinhigh_pitchlinhigh_rolllinhigh.yml,4,7.0,5.4264,180,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.6359373868940376,5.304086364637533,0.00043575350221393205,-0.1058821109564829,0.7374975412410283,-0.0024045334054761188,2.3329142844235013,21.14074395103534,-0.0007337214663957917,0.014110302255705027,1.1255232940371903e-05,3.591260276816183e-08,0.5727671838333073,0.08807805939172623,7.145039252344772e-06
ymlfiles\Case_539_H4_T7_dir180_heavequadhigh_pitchquadhigh_rollquadhigh.yml,4,7.0,5.4264,180,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.6494098450150302,5.331769429605269,0.0005517431731307534,-0.10205461358154096,0.741359825920784,-0.002405540455983813,2.3885166053737823,21.245992063076145,-0.00029026643480719325,0.014167092422278963,1.1227639802269124e-05,3.788253422823033e-08,0.5852023858525851,0.08843684260110753,9.395968686646929e-06
ymlfiles\Case_540_H4_T7_dir180_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,4,7.0,5.4264,180,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.6449328896571102,5.323099357763621,0.00043318492677868215,-0.10293282517546629,0.7395496722951829,-0.0023889437477704763,2.3704686877019867,21.21168947336501,-0.0007276180987235204,0.014163288678599877,1.1228724713951493e-05,3.964795918813781e-08,0.5810862681696971,0.08832353772014663,7.3326257167061455e-06
ymlfiles\Case_541_H4_T8_dir0_heavelow_pitchlow_rolllow.yml,4,8.0,6.2016,0,low,low,low,1.0,1.0,100,300.0,150,200,0.6403498887556062,2.3600406702132477,0.0005157086722302199,-0.013291091640537723,0.29702488388991166,-0.002328677347675044,2.4238908434555415,9.380241846143937,-0.00035716848519751513,-0.0020113782396453677,5.221566224601392e-06,6.229206811590891e-08,0.5199335879366659,0.03845272212195922,9.26004584328148e-06
ymlfiles\Case_542_H4_T8_dir0_heavelinhigh_pitchlinhigh_rolllinhigh.yml,4,8.0,6.2016,0,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.6223921849664116,2.271179055078741,0.000539647866293869,-0.014599689283769876,0.3046257104089645,-0.002329183822639179,2.3531777810776613,9.054374085044337,-0.00026445790795032436,-0.0019107043884272652,5.122337949235879e-06,5.81947871123127e-08,0.5038270321381908,0.037418844206972814,1.0938670001742017e-05
ymlfiles\Case_543_H4_T8_dir0_heavequadhigh_pitchquadhigh_rollquadhigh.yml,4,8.0,6.2016,0,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.6338818368129958,2.324776422630946,0.0006155255229966616,-0.013926947401146023,0.3007780102035872,-0.0023280560697514874,2.3985182148936595,9.250103427485003,2.3198505746778106e-05,-0.001973660857788561,5.149798704546946e-06,5.797177653527432e-08,0.5141298061643657,0.0380443808430745,1.136837876072151e-05
ymlfiles\Case_544_H4_T8_dir0_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,4,8.0,6.2016,0,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.629774992388714,2.2953063334399455,0.0005110311855543898,-0.014092432445785086,0.3021285610109741,-0.0023212365465031816,2.3824855328262053,9.141607467586915,-0.0003659087961349803,-0.0019311472821919912,5.124967324873826e-06,5.1589746330230266e-08,0.5104023127075827,0.03769960714604994,9.409456189542765e-06
ymlfiles\Case_545_H4_T8_dir45_heavelow_pitchlow_rolllow.yml,4,8.0,6.2016,45,low,low,low,1.0,1.0,100,300.0,150,200,0.7371757595554193,2.7378520733904725,4.447033710001639,-0.02983273393583047,0.33605062248054546,0.030117351692726325,2.7776634930880704,10.75584435365539,16.975597991188657,0.006304028869515777,0.00014877124573752618,6.474546239751522e-05,0.6062235335261089,0.039790285471181006,0.0644705714534159
ymlfiles\Case_546_H4_T8_dir45_heavelinhigh_pitchlinhigh_rolllinhigh.yml,4,8.0,6.2016,45,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.7181762306796824,2.6128485159019554,4.204542540275723,-0.033792131810325324,0.3544966012334869,0.009841508317244518,2.7010776754454677,10.305396715751248,16.03904227839556,0.006410914766266847,0.0001367180493212319,6.063014064855598e-05,0.589028294683234,0.0380802653050808,0.0612273790491107
ymlfiles\Case_547_H4_T8_dir45_heavequadhigh_pitchquadhigh_rollquadhigh.yml,4,8.0,6.2016,45,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.7290844602384613,2.6922409930729554,4.3247950159323105,-0.032308761364805344,0.3458004993133479,0.01889384166045547,2.744372165495427,10.593524765743274,16.500178539619913,0.006370169446629248,0.0001427865796313183,6.286574398324231e-05,0.5988953249841744,0.03915823329347145,0.062834417923276
ymlfiles\Case_548_H4_T8_dir45_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,4,8.0,6.2016,45,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.7255831341112792,2.6476811113669685,4.283318489491589,-0.032357898929886914,0.3478602482067157,0.01694864899795501,2.730853234879402,10.429937663390334,16.343325888807954,0.00637803961970898,0.00014064087136713172,6.207458917555828e-05,0.5956854325651089,0.03855526214097643,0.06228292958837164
ymlfiles\Case_549_H4_T8_dir90_heavelow_pitchlow_rolllow.yml,4,8.0,6.2016,90,low,low,low,1.0,1.0,100,300.0,150,200,0.6981494524254338,1.8487018008319553,3.784717520961637,-0.05617230966747402,0.4501373817540318,-0.004965841024075506,2.6015235075900205,7.517975712877874,14.365732298338793,0.002988655707924136,-0.00014863493442865327,-0.00017009937626892923,0.5660814904080915,0.028337827839109403,0.052377238422358016
ymlfiles\Case_550_H4_T8_dir90_heavelinhigh_pitchlinhigh_rolllinhigh.yml,4,8.0,6.2016,90,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.6794495410574892,1.7530374957513406,3.576773777709792,-0.05926794639754116,0.4600712407463311,-0.019258761789666692,2.526344086935598,7.164625177226506,13.568127739889093,0.0031384008153663334,-0.00014611808519658672,-0.00016360488830689617,0.5493228161850015,0.02706913420673062,0.04957920420439395
ymlfiles\Case_551_H4_T8_dir90_heavequadhigh_pitchquadhigh_rollquadhigh.yml,4,8.0,6.2016,90,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.6905625832505842,1.8220623633885025,3.698918595960335,-0.058241285471810865,0.45473505162873273,-0.01313815922402243,2.570443519300212,7.421366020839057,14.03177861203234,0.0030435249142529057,-0.0001483323423687157,-0.00016846236378872386,0.559344581378273,0.027993719040545567,0.05122135600084754
ymlfiles\Case_552_H4_T8_dir90_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,4,8.0,6.2016,90,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.6868689711250243,1.784618158659666,3.643077229880495,-0.058427556211826395,0.45696219687294254,-0.014779009261678366,2.5559392302219432,7.281050558503655,13.823067441559902,0.003089800343864237,-0.0001471795959465219,-0.00016588522147899983,0.5559601080458186,0.02748684444752893,0.05047273229482417
ymlfiles\Case_553_H4_T8_dir135_heavelow_pitchlow_rolllow.yml,4,8.0,6.2016,135,low,low,low,1.0,1.0,100,300.0,150,200,0.690501192489371,2.755840764951609,2.2122633284010496,-0.09241378359249376,0.5745645990487638,0.0626161888298505,2.5364222329367765,11.07216012933273,8.461357255948826,0.0026122361830515192,-0.00027879138665978125,0.00011891808364451445,0.5535748493133363,0.040031047598060705,0.03029853623952464
ymlfiles\Case_554_H4_T8_dir135_heavelinhigh_pitchlinhigh_rolllinhigh.yml,4,8.0,6.2016,135,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.6710830964823878,2.6117046536807886,2.090770310430466,-0.09848242589767411,0.5845293021497315,0.047502694132921866,2.4554179677796806,10.53598183770443,7.986216803668752,0.002746240589432591,-0.00027197947560489715,0.00012391662887414247,0.5360265853862272,0.038047056948733914,0.028687720417578107
ymlfiles\Case_555_H4_T8_dir135_heavequadhigh_pitchquadhigh_rollquadhigh.yml,4,8.0,6.2016,135,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.6827660012622631,2.6991735259311387,2.1860228528365493,-0.09553773767199898,0.5790246720654562,0.05708601856979851,2.503721434762369,10.86076239132482,8.356206503945646,0.0026939702611309645,-0.00027870961782829143,0.00011940317070547944,0.5465988085052976,0.03925393563095253,0.029950312294601256
ymlfiles\Case_556_H4_T8_dir135_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,4,8.0,6.2016,135,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.678736941658456,2.651218465692748,2.1290385920023716,-0.09662945256857831,0.5816096922049927,0.05241950353411066,2.4869093336886996,10.682151171970172,8.136034248879035,0.002714553221370299,-0.0002742197368096844,0.00012214855900046894,0.5429184995939452,0.038593287795064,0.02919403455730068
ymlfiles\Case_557_H4_T8_dir180_heavelow_pitchlow_rolllow.yml,4,8.0,6.2016,180,low,low,low,1.0,1.0,100,300.0,150,200,0.7603832855681127,6.153327001537238,0.0004832737178450228,-0.09359201657633169,0.574258381360084,-0.002388670986174555,2.803558965382033,24.06864196170039,-0.0005432960476304627,0.006750305936939811,-1.219419196920396e-05,1.8777419814022776e-07,0.6325220393764047,0.09210237364537098,7.30777646361479e-06
ymlfiles\Case_558_H4_T8_dir180_heavelinhigh_pitchlinhigh_rolllinhigh.yml,4,8.0,6.2016,180,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.740400358375461,5.865404937478154,0.0005512557826912854,-0.10346202614958247,0.5765033021762255,-0.0023796843477934503,2.7168656037690324,22.97993028513572,-0.00027491525716186096,0.006877821131028778,-1.1321167354929142e-05,1.668588205371392e-07,0.6130955168699646,0.08827727871253865,9.237754953394684e-06
ymlfiles\Case_559_H4_T8_dir180_heavequadhigh_pitchquadhigh_rollquadhigh.yml,4,8.0,6.2016,180,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.7516844928939973,5.907588934726527,0.0004630499450858969,-0.1013402685347176,0.5793117280206419,-0.002390677072567323,2.7623890025685913,23.139652327529404,-0.000623359400458216,0.00679232712448769,-1.1367446348148004e-05,1.7603395303785153e-07,0.6229533603094397,0.08883429190167902,7.058380072759816e-06
ymlfiles\Case_560_H4_T8_dir180_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,4,8.0,6.2016,180,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.7480433261513537,5.8928998777080315,0.000583820436093995,-0.10169211283685471,0.5780162583817052,-0.002399027500449477,2.748026607265298,23.084363409273802,-0.00016940336563730845,0.006835805536410944,-1.1385665319474849e-05,1.9845422633499813e-07,0.6198151760460022,0.08863871911396382,9.49077499933974e-06
ymlfiles\Case_561_H4_T8p5_dir0_heavelow_pitchlow_rolllow.yml,4,8.5,6.5891,0,low,low,low,1.0,1.0,100,300.0,150,200,0.6729464007168404,2.535392477911277,0.0005535752697026884,-0.015339793601188171,0.30335955400979586,-0.0023224802259892863,2.5382081221533346,10.008631596152918,-0.00021190416429147036,-0.004553540734389255,-1.911906705944501e-06,8.241011402018236e-08,0.5249906967727723,0.038465820701457674,8.98346915383467e-06
ymlfiles\Case_562_H4_T8p5_dir0_heavelinhigh_pitchlinhigh_rolllinhigh.yml,4,8.5,6.5891,0,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.6562073168640427,2.4431217633555575,0.00048275220426494635,-0.016324855393770134,0.30992332938190786,-0.002295145944016188,2.4731874760696866,9.668260262086001,-0.00045016678907638073,-0.004200420482917125,-1.7202689536664887e-06,6.989265812558442e-08,0.5101313911276858,0.03737733550232931,8.577888337410601e-06
ymlfiles\Case_563_H4_T8p5_dir0_heavequadhigh_pitchquadhigh_rollquadhigh.yml,4,8.5,6.5891,0,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.6668487982752015,2.499201854123454,0.0006140477116128874,-0.015908228548488963,0.3070485907183523,-0.002309330001793014,2.5143672044743726,9.87721480612233,3.2262774911730185e-05,-0.004420413460135659,-1.8469646130863958e-06,8.003003433810867e-08,0.5195482398604926,0.03804190135583572,1.0005963398991416e-05
ymlfiles\Case_564_H4_T8p5_dir0_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,4,8.5,6.5891,0,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.663066470359769,2.4681077157644435,0.0005613829402372488,-0.015993659956554527,0.3081453528292389,-0.002306528566431506,2.4999301967737364,9.760508074193048,-0.0001651583389254683,-0.004289933862231613,-1.7810328545476662e-06,7.403043442315496e-08,0.5161576412306299,0.03767346267257848,1.0178766386496076e-05
ymlfiles\Case_565_H4_T8p5_dir45_heavelow_pitchlow_rolllow.yml,4,8.5,6.5891,45,low,low,low,1.0,1.0,100,300.0,150,200,0.7656095515215872,2.7678088983679006,4.48653321197128,-0.029388435652159678,0.3334575018576352,-0.034395439899528715,2.879213861773298,10.846972743901532,17.017276010568413,0.001561756602284497,9.84853408992167e-06,3.6111000646123826e-06,0.6063498584327905,0.038696020847433434,0.06273637483857895
ymlfiles\Case_566_H4_T8p5_dir45_heavelinhigh_pitchlinhigh_rolllinhigh.yml,4,8.5,6.5891,45,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.7477676212764343,2.6484658176169686,4.243595764251133,-0.032340210182444186,0.3477105334939155,-0.04663261594412236,2.8064434816218045,10.408915263682935,16.087416081080704,0.002118278007681092,5.979407497175251e-06,1.956201488193132e-06,0.5900223443393869,0.037089859086982306,0.05956066740081595
ymlfiles\Case_567_H4_T8p5_dir45_heavequadhigh_pitchquadhigh_rollquadhigh.yml,4,8.5,6.5891,45,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.7579625978657107,2.7259046429616896,4.367561773614892,-0.03144338124920777,0.34131809940000646,-0.040952378217108384,2.847814207555328,10.694601629818507,16.560229688820918,0.001812745700012553,7.66070380750975e-06,2.332334327337965e-06,0.5992643899139527,0.03812475087619122,0.06117751677873533
ymlfiles\Case_568_H4_T8p5_dir45_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,4,8.5,6.5891,45,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.7546778371378748,2.68225519799281,4.321852922648395,-0.03143839302372458,0.34310705608880454,-0.04226982408270238,2.8347557689749565,10.533724967126698,16.386829453224628,0.0019462287898445163,7.2183139960763e-06,2.6275944596286123e-06,0.5962436869709397,0.03754389782116816,0.06058512125271215
ymlfiles\Case_569_H4_T8p5_dir90_heavelow_pitchlow_rolllow.yml,4,8.5,6.5891,90,low,low,low,1.0,1.0,100,300.0,150,200,0.7314339502112395,1.7815425628257724,3.9533091384702246,-0.04420024009958912,0.4587465813623788,-0.0030271661032708857,2.7324285436646316,7.257645438122177,14.97213237704262,-0.000849190010079581,-0.00012688335139989307,-0.0001106777876917706,0.5705517688899243,0.026628263228381244,0.05271717003191638
ymlfiles\Case_570_H4_T8p5_dir90_heavelinhigh_pitchlinhigh_rolllinhigh.yml,4,8.5,6.5891,90,linhigh,linhigh,linhigh,6.5,1.0,300,300.0,325,200,0.7137966707168393,1.6862032458037088,3.743441341963725,-0.04674950147996701,0.464857011428296,-0.014085272408121333,2.6623694322772993,6.901136141905118,14.16838107966251,-0.00031502918258315485,-0.00012768534942226843,-0.0001083907766801548,0.5547394512821436,0.0253856571536763,0.04995362618578024
ymlfiles\Case_571_H4_T8p5_dir90_heavequadhigh_pitchquadhigh_rollquadhigh.yml,4,8.5,6.5891,90,quadhigh,quadhigh,quadhigh,1.0,4.0,100,1300.0,150,1300,0.7242281950950061,1.755591300425453,3.867227688640749,-0.046016360483842736,0.46206126412962806,-0.009601967016903065,2.7031200774671778,7.162239052505612,14.64026249906617,-0.0006358924662655675,-0.00012799134339339774,-0.000110380235435224,0.5640983393009696,0.026298620559986947,0.05158013804757169
ymlfiles\Case_572_H4_T8p5_dir90_heaveDOFbest_pitchDOFbest_rollDOFbest.yml,4,8.5,6.5891,90,DOFbest,DOFbest,DOFbest,3.3,2.4,233,304.5,248,640,0.7207583488237856,1.7179808176275504,3.810394114625289,-0.046049189108598704,0.46295018179744163,-0.010238724252231763,2.689491854395007,7.019588342589525,14.422786693412352,-0.00048356794761232554,-0.0001276152197506504,-0.00010921822072477508,0.5609218639005793,0.025798430757832388,0.05083568205608199
